biorxiv_doi,published_doi,preprint_platform,preprint_category,preprint_date,published_date,quarter
10.1101/2024.10.28.620642,10.1093/etojnl/vgaf099,bioRxiv,pharmacology and toxicology,2024-10-31,2025-04-13,2025-04
10.1101/2024.12.11.627883,10.1093/gpbjnl/qzaf031,bioRxiv,bioinformatics,2024-12-12,2025-04-13,2025-04
10.1101/2024.12.06.627098,10.1093/bioinformatics/btaf171,bioRxiv,bioinformatics,2024-12-08,2025-04-11,2025-04
10.1101/2024.09.02.610916,10.1038/s42003-025-07978-0,bioRxiv,genomics,2024-09-03,2025-04-13,2025-04
10.1101/2024.05.22.595416,10.1038/s41420-025-02456-2,bioRxiv,cell biology,2024-05-24,2025-04-13,2025-04
10.1101/2024.11.07.622529,10.1093/bib/bbaf164,bioRxiv,bioinformatics,2024-11-09,2025-04-13,2025-04
10.1101/2024.04.30.591845,10.1038/s41540-025-00513-1,bioRxiv,systems biology,2024-05-03,2025-04-13,2025-04
10.1101/2023.02.08.527772,10.1038/s41467-025-58698-2,bioRxiv,neuroscience,2023-02-12,2025-04-09,2025-04
10.1101/2024.03.25.586622,10.1038/s41467-025-57894-4,bioRxiv,systems biology,2024-03-27,2025-04-09,2025-04
10.1101/2022.12.22.521541,10.1038/s41467-025-58763-w,bioRxiv,neuroscience,2022-12-22,2025-04-09,2025-04
10.1101/2024.08.12.607641,10.1038/s41598-025-95452-6,bioRxiv,bioengineering,2024-08-12,2025-04-09,2025-04
10.1101/2024.09.04.611145,10.3389/fnins.2025.1462481,bioRxiv,neuroscience,2024-09-08,2025-04-14,2025-04
10.1101/2024.12.20.629689,10.3389/fnins.2025.1549163,bioRxiv,neuroscience,2024-12-21,2025-04-14,2025-04
10.1101/2024.07.19.604208,10.1155/hbe2/3619411,bioRxiv,animal behavior and cognition,2024-07-19,2025-04-14,2025-04
10.1101/2024.09.23.614602,10.1093/iob/obaf012,bioRxiv,developmental biology,2024-09-24,2025-04-03,2025-04
10.1101/2024.11.05.622167,10.1002/adma.202418524,bioRxiv,neuroscience,2024-11-05,2025-04-14,2025-04
10.1101/2024.12.09.627496,10.1007/s10237-025-01942-x,bioRxiv,pathology,2024-12-13,2025-04-14,2025-04
10.1101/2024.09.17.613416,10.1038/s42003-025-08011-0,bioRxiv,neuroscience,2024-09-17,2025-04-14,2025-04
10.1101/2024.10.01.616127,10.1093/bib/bbaf165,bioRxiv,systems biology,2024-10-03,2025-04-14,2025-04
10.1101/2023.06.14.545029,10.1038/s41593-025-01932-3,bioRxiv,neuroscience,2023-06-14,2025-04-14,2025-04
10.1101/2024.10.03.616401,10.1093/nar/gkaf246,bioRxiv,bioinformatics,2024-10-03,2025-04-14,2025-04
10.1101/2023.11.30.569352,10.1093/nar/gkaf305,bioRxiv,bioinformatics,2023-12-01,2025-04-14,2025-04
10.1101/2024.09.02.610891,10.1093/nar/gkaf298,bioRxiv,genomics,2024-09-03,2025-04-08,2025-04
10.1101/2024.07.11.603072,10.1038/s41467-025-58900-5,bioRxiv,biophysics,2024-07-16,2025-04-14,2025-04
10.1101/2024.02.22.581647,10.1242/dev.204619,bioRxiv,developmental biology,2024-02-24,2025-04-11,2025-04
10.1101/2024.12.19.629461,10.1093/ismeco/ycaf063,bioRxiv,microbiology,2024-12-20,2025-04-14,2025-04
10.1101/2024.11.11.622930,10.1038/s41467-025-58866-4,bioRxiv,systems biology,2024-11-12,2025-04-14,2025-04
10.1101/2025.03.02.641094,10.1021/acschembio.5c00152,bioRxiv,pharmacology and toxicology,2025-03-10,2025-04-14,2025-04
10.1101/2024.07.07.602386,10.1186/s13059-025-03566-x,bioRxiv,bioinformatics,2024-07-10,2025-04-14,2025-04
10.1101/2024.05.20.595007,10.1093/jeb/voaf033,bioRxiv,evolutionary biology,2024-05-22,2025-04-14,2025-04
10.1101/2024.08.30.609714,10.3390/nano15080586,bioRxiv,bioengineering,2024-08-30,2025-04-11,2025-04
10.1101/2024.10.10.617599,10.1016/j.bcp.2025.116900,bioRxiv,pharmacology and toxicology,2024-10-14,2025-04-03,2025-04
10.1101/2024.07.25.605138,10.1038/s41398-025-03350-2,bioRxiv,neuroscience,2024-07-25,2025-04-14,2025-04
10.1101/863902,10.1038/s41467-025-57908-1,bioRxiv,plant biology,2019-12-03,2025-04-14,2025-04
10.1101/2025.02.03.636296,10.1021/acschembio.5c00097,bioRxiv,biochemistry,2025-02-03,2025-04-14,2025-04
10.1101/2024.12.04.626865,10.1371/journal.pone.0315885,bioRxiv,physiology,2024-12-10,2025-04-14,2025-04
10.1101/2023.02.18.529047,10.7554/eLife.100941.3,bioRxiv,neuroscience,2023-02-18,2025-04-14,2025-04
10.1101/2025.01.22.634300,10.1523/JNEUROSCI.0201-25.2025,bioRxiv,neuroscience,2025-01-22,2025-04-14,2025-04
10.1101/2024.07.16.603546,10.1523/JNEUROSCI.1700-24.2025,bioRxiv,neuroscience,2024-07-18,2025-04-14,2025-04
10.1101/2024.11.13.623526,10.1523/JNEUROSCI.2378-24.2025,bioRxiv,neuroscience,2024-11-14,2025-04-14,2025-04
10.1101/2024.08.07.607082,10.1523/JNEUROSCI.2294-24.2025,bioRxiv,neuroscience,2024-08-07,2025-04-14,2025-04
10.1101/2024.09.24.614691,10.1080/21505594.2025.2487671,bioRxiv,immunology,2024-09-25,2025-04-14,2025-04
10.1101/2024.04.25.591064,10.1172/JCI182467,bioRxiv,immunology,2024-04-28,2025-04-14,2025-04
10.1101/2024.09.27.615544,10.1038/s41598-025-96679-z,bioRxiv,biophysics,2024-09-30,2025-04-14,2025-04
10.1101/2024.11.01.621601,10.1093/jxb/eraf157,bioRxiv,plant biology,2024-11-02,2025-04-14,2025-04
10.1101/2024.12.20.629685,10.26508/lsa.202503222,bioRxiv,genetics,2024-12-22,2025-04-14,2025-04
10.1101/2024.01.22.576667,10.1371/journal.pcbi.1011842,bioRxiv,bioinformatics,2024-01-25,2025-04-14,2025-04
10.1101/2024.05.09.593467,10.1371/journal.pcbi.1012149,bioRxiv,systems biology,2024-05-14,2025-04-14,2025-04
10.1101/2023.03.15.532767,10.1371/journal.pcbi.1012880,bioRxiv,biophysics,2023-03-16,2025-04-14,2025-04
10.1101/2024.03.11.584539,10.1038/s41586-025-08808-3,bioRxiv,neuroscience,2024-03-12,2025-04-09,2025-04
10.1101/2023.10.06.561214,10.1038/s41586-025-08828-z,bioRxiv,neuroscience,2023-10-10,2025-04-04,2025-04
10.1101/2023.10.28.564543,10.1038/s41586-025-08864-9,bioRxiv,neuroscience,2023-10-28,2025-04-09,2025-04
10.1101/2024.05.31.596811,10.1111/bph.70027,bioRxiv,cancer biology,2024-06-03,2025-04-15,2025-04
10.1101/2024.06.30.601424,10.1002/adbi.202400540,bioRxiv,cell biology,2024-07-02,2025-04-15,2025-04
10.1101/2025.01.12.632633,10.1038/s41597-025-04892-2,bioRxiv,ecology,2025-01-15,2025-04-10,2025-04
10.1101/2025.03.06.641707,10.3389/fonc.2025.1563985,bioRxiv,cancer biology,2025-03-07,2025-04-15,2025-04
10.1101/2024.07.16.603629,10.1093/pnasnexus/pgaf116,bioRxiv,bioengineering,2024-07-19,2025-04-15,2025-04
10.1101/2024.12.11.627939,10.1021/acs.analchem.4c06736,bioRxiv,biochemistry,2024-12-13,2025-04-04,2025-04
10.1101/2024.09.28.615597,10.1002/aps3.70006,bioRxiv,plant biology,2024-09-30,2025-04-15,2025-04
10.1101/2024.06.02.597047,10.1002/hbm.70167,bioRxiv,neuroscience,2024-06-03,2025-04-09,2025-04
10.1101/2024.02.11.579809,10.21425/fob.18.139911,bioRxiv,evolutionary biology,2024-02-12,2025-04-15,2025-04
10.1101/2024.12.09.627609,10.1002/hbm.70209,bioRxiv,neuroscience,2024-12-15,2025-04-09,2025-04
10.1101/2024.05.24.595713,10.1096/fj.202500336R,bioRxiv,neuroscience,2024-05-26,2025-04-10,2025-04
10.1101/2024.11.18.624092,10.1007/s12035-025-04941-2,bioRxiv,systems biology,2024-11-19,2025-04-15,2025-04
10.1101/2023.08.31.555814,10.1038/s41467-025-57119-8,bioRxiv,neuroscience,2023-09-03,2025-04-10,2025-04
10.1101/2024.08.06.606895,10.7554/eLife.101841.3,bioRxiv,neuroscience,2024-08-08,2025-04-15,2025-04
10.1101/2023.07.20.549815,10.1002/adfm.202425986,bioRxiv,bioengineering,2023-07-20,2025-04-15,2025-04
10.1101/2023.01.19.524838,10.1038/s41598-024-82393-9,bioRxiv,bioinformatics,2023-01-21,2025-04-15,2025-04
10.1101/2024.09.23.614544,10.1186/s12862-025-02361-3,bioRxiv,evolutionary biology,2024-09-25,2025-04-15,2025-04
10.1101/2024.09.26.614999,10.1007/s11357-025-01594-w,bioRxiv,cell biology,2024-09-26,2025-04-15,2025-04
10.1101/2025.03.18.643957,10.3390/vaccines13040414,bioRxiv,immunology,2025-03-19,2025-04-15,2025-04
10.1101/2024.08.02.605997,10.1038/s41467-025-58169-8,bioRxiv,systems biology,2024-08-06,2025-04-15,2025-04
10.1101/2024.03.24.586500,10.1038/s41467-025-58846-8,bioRxiv,cell biology,2024-03-26,2025-04-15,2025-04
10.1101/2024.06.18.599495,10.1002/hbm.70189,bioRxiv,animal behavior and cognition,2024-06-20,2025-04-08,2025-04
10.1101/2024.03.11.584520,10.1038/s41598-025-96646-8,bioRxiv,ecology,2024-03-14,2025-04-15,2025-04
10.1101/2024.10.10.617541,10.1038/s41421-025-00783-3,bioRxiv,pathology,2024-10-14,2025-04-15,2025-04
10.1101/2024.09.20.614022,10.1128/aem.02420-24,bioRxiv,microbiology,2024-09-20,2025-04-15,2025-04
10.1101/2024.11.07.622493,10.1128/aem.02163-24,bioRxiv,microbiology,2024-11-07,2025-04-15,2025-04
10.1101/2024.11.25.625199,10.1128/mbio.03613-24,bioRxiv,microbiology,2024-11-25,2025-04-15,2025-04
10.1101/2024.06.05.597587,10.1002/oik.11025,bioRxiv,ecology,2024-06-08,2025-04-02,2025-04
10.1101/2024.09.06.611599,10.1113/JP287812,bioRxiv,genomics,2024-09-08,2025-04-15,2025-04
10.1101/2024.10.30.621161,10.1021/acsphyschemau.5c00005,bioRxiv,biophysics,2024-11-01,2025-04-15,2025-04
10.1101/2024.06.27.601063,10.1038/s41467-025-58858-4,bioRxiv,neuroscience,2024-07-02,2025-04-15,2025-04
10.1101/2023.11.01.565116,10.1167/jov.25.4.4,bioRxiv,neuroscience,2023-11-03,2025-04-15,2025-04
10.1101/2023.12.30.573744,10.1073/pnas.2422292122,bioRxiv,evolutionary biology,2024-01-01,2025-04-15,2025-04
10.1101/2025.01.10.632119,10.1073/pnas.2419800122,bioRxiv,microbiology,2025-01-11,2025-04-15,2025-04
10.1101/2025.01.24.632760,10.1073/pnas.2501901122,bioRxiv,evolutionary biology,2025-01-27,2025-04-15,2025-04
10.1101/2024.09.27.615468,10.1073/pnas.2419881122,bioRxiv,biochemistry,2024-09-28,2025-04-15,2025-04
10.1101/2024.12.28.630611,10.1172/jci.insight.190785,bioRxiv,neuroscience,2024-12-28,2025-04-15,2025-04
10.1101/2024.08.29.610359,10.1007/s42113-025-00245-9,bioRxiv,animal behavior and cognition,2024-08-30,2025-04-15,2025-04
10.1101/2024.09.17.613449,10.1038/s41598-025-96822-w,bioRxiv,cell biology,2024-09-18,2025-04-11,2025-04
10.1101/2024.07.22.604564,10.1038/s44298-025-00113-0,bioRxiv,microbiology,2024-07-22,2025-04-15,2025-04
10.1101/2025.01.02.631092,10.1038/s41598-025-96307-w,bioRxiv,neuroscience,2025-01-02,2025-04-15,2025-04
10.1101/2024.04.14.586969,10.1038/s41467-025-58825-z,bioRxiv,neuroscience,2024-04-17,2025-04-15,2025-04
10.1101/2024.07.18.603796,10.1093/sysbio/syaf023,bioRxiv,evolutionary biology,2024-07-22,2025-04-08,2025-04
10.1101/2024.06.18.599541,10.1038/s41597-025-04779-2,bioRxiv,neuroscience,2024-06-22,2025-04-15,2025-04
10.1101/2023.04.24.537565,10.1038/s41467-025-58691-9,bioRxiv,biophysics,2023-04-25,2025-04-15,2025-04
10.1101/2024.06.19.599667,10.1038/s41467-025-58439-5,bioRxiv,bioinformatics,2024-06-23,2025-04-15,2025-04
10.1101/2024.02.27.582383,10.1371/journal.pcbi.1012945,bioRxiv,neuroscience,2024-02-28,2025-04-15,2025-04
10.1101/2024.08.09.607293,10.1162/jocn_a_02326,bioRxiv,neuroscience,2024-08-09,2025-04-15,2025-04
10.1101/2023.12.29.573673,10.1038/s42003-025-07811-8,bioRxiv,ecology,2023-12-30,2025-04-25,2025-04
10.1101/2024.09.30.615858,10.1038/s41531-025-00948-7,bioRxiv,neuroscience,2024-10-01,2025-05-03,2025-04
10.1101/2025.01.14.633078,10.1186/s13321-025-01019-y,bioRxiv,bioinformatics,2025-01-19,2025-05-04,2025-04
10.1101/2024.10.29.620820,10.1093/bib/bbaf171,bioRxiv,bioinformatics,2024-11-02,2025-05-02,2025-04
10.1101/2024.01.20.576376,10.1021/acs.jmedchem.5c00485,bioRxiv,biochemistry,2024-01-21,2025-04-19,2025-04
10.1101/2024.11.06.622212,10.1162/imag_a_00565,bioRxiv,bioinformatics,2024-11-08,2025-04-15,2025-04
10.1101/2024.12.18.629204,10.1038/s41540-025-00515-z,bioRxiv,neuroscience,2024-12-20,2025-04-15,2025-04
10.1101/2023.07.02.546740,10.1038/s41467-025-58539-2,bioRxiv,cell biology,2023-07-03,2025-04-16,2025-04
10.1101/2023.06.07.544144,10.1136/jitc-2023-008755,bioRxiv,cancer biology,2023-06-09,2025-04-16,2025-04
10.1101/2020.12.08.415729,10.1093/cercor/bhaf073,bioRxiv,neuroscience,2020-12-09,2025-04-08,2025-04
10.1101/2024.06.17.599344,10.1093/nar/gkaf261,bioRxiv,molecular biology,2024-06-17,2025-04-08,2025-04
10.1101/2024.10.01.616020,10.1111/2041-210X.70017,bioRxiv,animal behavior and cognition,2024-10-02,2025-04-16,2025-04
10.1101/2024.10.17.618821,10.1002/qub2.70000,bioRxiv,bioinformatics,2024-10-17,2025-04-02,2025-04
10.1101/2025.01.31.635944,10.3389/fragi.2025.1569422,bioRxiv,cell biology,2025-02-03,2025-04-16,2025-04
10.1101/2024.08.19.608674,10.1093/bioinformatics/btaf136,bioRxiv,bioinformatics,2024-08-20,2025-04-09,2025-04
10.1101/2025.02.03.636280,10.1021/acs.nanolett.5c01071,bioRxiv,biophysics,2025-02-04,2025-04-03,2025-04
10.1101/2024.10.15.618403,10.1002/prp2.70092,bioRxiv,cell biology,2024-10-17,2025-04-14,2025-04
10.1101/2023.03.28.534619,10.1186/s13059-025-03563-0,bioRxiv,bioinformatics,2023-03-29,2025-04-16,2025-04
10.1101/2023.09.19.558457,10.1038/s41588-025-02163-9,bioRxiv,systems biology,2023-09-22,2025-04-16,2025-04
10.1101/2024.10.05.616827,10.1098/rsif.2024.0725,bioRxiv,evolutionary biology,2024-10-06,2025-04-16,2025-04
10.1101/2024.02.25.581969,10.1098/rspb.2024.2381,bioRxiv,ecology,2024-02-26,2025-04-16,2025-04
10.1101/2024.04.19.590331,10.1098/rspb.2024.2239,bioRxiv,evolutionary biology,2024-04-24,2025-04-16,2025-04
10.1101/2024.06.04.597289,10.3354/meps14869,bioRxiv,ecology,2024-06-05,2025-04-16,2025-04
10.1101/2024.11.29.626030,10.1002/2211-5463.70028,bioRxiv,molecular biology,2024-11-30,2025-04-16,2025-04
10.1101/2024.08.27.609931,10.1098/rspb.2024.2301,bioRxiv,animal behavior and cognition,2024-08-28,2025-04-08,2025-04
10.1101/2024.10.18.619056,10.1093/gerona/glaf082,bioRxiv,physiology,2024-10-21,2025-04-16,2025-04
10.1101/2024.07.26.605303,10.1017/pab.2025.2,bioRxiv,paleontology,2024-07-28,2025-04-16,2025-04
10.1101/2024.12.10.627731,10.1128/spectrum.03266-24,bioRxiv,microbiology,2024-12-11,2025-04-16,2025-04
10.1101/2024.09.25.615066,10.1128/msphere.00962-24,bioRxiv,synthetic biology,2024-09-25,2025-04-16,2025-04
10.1101/2024.07.18.604114,10.1128/jvi.00229-25,bioRxiv,microbiology,2024-07-18,2025-04-16,2025-04
10.1101/2024.11.10.622857,10.1128/msystems.01517-24,bioRxiv,microbiology,2024-11-10,2025-04-16,2025-04
10.1101/2024.07.29.605556,10.1038/s41467-025-58699-1,bioRxiv,bioinformatics,2024-07-29,2025-04-16,2025-04
10.1101/2025.02.17.638581,10.1038/s41467-025-58207-5,bioRxiv,developmental biology,2025-02-21,2025-04-16,2025-04
10.1101/2024.06.07.598015,10.1167/jov.25.4.11,bioRxiv,neuroscience,2024-06-08,2025-04-16,2025-04
10.1101/2024.07.23.604756,10.1016/j.adro.2025.101783,bioRxiv,biophysics,2024-07-23,2025-04-08,2025-04
10.1101/2024.12.28.630583,10.1038/s41586-025-08896-1,bioRxiv,biochemistry,2024-12-28,2025-04-16,2025-04
10.1101/2024.08.13.607707,10.1103/PhysRevE.111.044310,bioRxiv,neuroscience,2024-08-16,2025-04-16,2025-04
10.1101/2023.10.18.563025,10.1073/pnas.2500264122,bioRxiv,microbiology,2023-10-19,2025-04-16,2025-04
10.1101/2024.08.16.608258,10.1073/pnas.2500612122,bioRxiv,microbiology,2024-08-17,2025-04-16,2025-04
10.1101/2024.08.06.606803,10.7554/eLife.102321,bioRxiv,evolutionary biology,2024-08-06,2025-04-16,2025-04
10.1101/2024.06.07.597996,10.7554/eLife.100085.3,bioRxiv,neuroscience,2024-06-08,2025-04-16,2025-04
10.1101/2024.12.12.627941,10.1186/s12974-025-03435-1,bioRxiv,immunology,2024-12-16,2025-04-16,2025-04
10.1101/2024.11.20.624496,10.1371/journal.pone.0314889,bioRxiv,physiology,2024-11-22,2025-04-16,2025-04
10.1101/2024.04.12.589300,10.1371/journal.pone.0302756,bioRxiv,ecology,2024-04-15,2025-04-16,2025-04
10.1101/2024.08.19.608571,10.1371/journal.pone.0321321,bioRxiv,pharmacology and toxicology,2024-08-21,2025-04-16,2025-04
10.1101/2024.08.28.610133,10.1371/journal.pone.0321739,bioRxiv,neuroscience,2024-08-29,2025-04-16,2025-04
10.1101/2025.02.15.638418,10.1021/acsphotonics.5c00312,bioRxiv,biophysics,2025-02-20,2025-04-16,2025-04
10.1101/2024.10.26.620426,10.1371/journal.pone.0313465,bioRxiv,immunology,2024-10-29,2025-04-16,2025-04
10.1101/2024.04.14.589424,10.1038/s41419-025-07623-y,bioRxiv,cancer biology,2024-04-17,2025-04-16,2025-04
10.1101/2024.10.31.621406,10.1093/plphys/kiaf117,bioRxiv,plant biology,2024-11-03,2025-04-16,2025-04
10.1101/2024.06.04.594010,10.1093/jleuko/qiaf045,bioRxiv,cell biology,2024-06-05,2025-04-16,2025-04
10.1101/2024.02.14.580356,10.1162/imag_a_00541,bioRxiv,neuroscience,2024-02-19,2025-04-01,2025-04
10.1101/2024.04.23.590638,10.1101/gad.352485.124,bioRxiv,cancer biology,2024-04-25,2025-04-16,2025-04
10.1101/2024.10.07.616339,10.1007/s10439-025-03718-x,bioRxiv,biophysics,2024-10-10,2025-04-16,2025-04
10.1101/2024.12.03.626708,10.1038/s44298-025-00112-1,bioRxiv,biophysics,2024-12-06,2025-04-16,2025-04
10.1101/2024.06.18.599599,10.1186/s12864-025-11571-4,bioRxiv,genomics,2024-06-22,2025-04-16,2025-04
10.1101/2024.01.31.578243,10.1038/s41467-025-58717-2,bioRxiv,neuroscience,2024-02-02,2025-04-16,2025-04
10.1101/2024.06.21.600124,10.1038/s41467-025-59017-5,bioRxiv,biochemistry,2024-06-22,2025-04-16,2025-04
10.1101/2024.12.03.626640,10.1038/s41467-025-58964-3,bioRxiv,biophysics,2024-12-06,2025-04-16,2025-04
10.1101/2024.10.10.617607,10.1186/s13229-025-00660-6,bioRxiv,neuroscience,2024-10-12,2025-04-16,2025-04
10.1101/2025.02.21.639484,10.1186/s12915-025-02205-y,bioRxiv,cancer biology,2025-02-27,2025-04-16,2025-04
10.1101/2024.10.21.619410,10.1590/1414-431x2025e14689,bioRxiv,immunology,2024-10-24,2025-04-16,2025-04
10.1101/2024.11.01.621517,10.3389/fncel.2025.1549265,bioRxiv,neuroscience,2024-11-01,2025-04-17,2025-04
10.1101/2024.12.10.627765,10.1007/s10827-025-00902-9,bioRxiv,neuroscience,2024-12-16,2025-04-17,2025-04
10.1101/2024.08.04.606523,10.1016/j.bpsc.2025.03.014,bioRxiv,neuroscience,2024-08-06,2025-04-08,2025-04
10.1101/2024.05.13.593898,10.1017/S0030605324001583,bioRxiv,ecology,2024-05-15,2025-04-17,2025-04
10.1101/2024.03.31.587511,10.1038/s41378-025-00916-4,bioRxiv,bioengineering,2024-04-02,2025-04-17,2025-04
10.1101/2024.09.17.611698,10.1242/dev.204396,bioRxiv,developmental biology,2024-09-19,2025-04-02,2025-04
10.1101/2024.04.09.588733,10.1161/ATVBAHA.124.321964,bioRxiv,molecular biology,2024-04-09,2025-04-17,2025-04
10.1101/2024.08.16.608319,10.1039/D4BM01101E,bioRxiv,bioengineering,2024-08-19,2025-04-03,2025-04
10.1101/2024.11.08.622675,10.1093/gbe/evaf072,bioRxiv,evolutionary biology,2024-11-11,2025-04-17,2025-04
10.1101/2024.07.30.605511,10.1093/nargab/lqaf044,bioRxiv,bioinformatics,2024-07-30,2025-04-17,2025-04
10.1101/2024.03.19.585667,10.1093/nargab/lqaf043,bioRxiv,bioinformatics,2024-03-20,2025-04-17,2025-04
10.1101/2024.11.16.623211,10.1038/s41598-025-96794-x,bioRxiv,neuroscience,2024-11-17,2025-04-17,2025-04
10.1101/2024.08.29.610307,10.1093/jxb/eraf161,bioRxiv,plant biology,2024-08-30,2025-04-17,2025-04
10.1101/2023.12.19.572310,10.7554/eLife.93496,bioRxiv,developmental biology,2023-12-20,2025-04-17,2025-04
10.1101/2024.09.19.613828,10.7554/eLife.106228.2,bioRxiv,biophysics,2024-09-19,2025-04-17,2025-04
10.1101/2024.02.15.580601,10.1111/1755-0998.14107,bioRxiv,ecology,2024-02-17,2025-04-17,2025-04
10.1101/2024.11.20.624495,10.1128/jvi.00481-25,bioRxiv,microbiology,2024-11-20,2025-04-17,2025-04
10.1101/2024.10.26.620100,10.1128/mbio.00485-25,bioRxiv,microbiology,2024-10-27,2025-04-17,2025-04
10.1101/2024.09.26.615216,10.1128/spectrum.02518-24,bioRxiv,microbiology,2024-09-29,2025-04-17,2025-04
10.1101/2024.12.13.628426,10.1128/mbio.00157-25,bioRxiv,microbiology,2024-12-14,2025-04-17,2025-04
10.1101/2023.08.31.555708,10.1186/s13059-025-03556-z,bioRxiv,neuroscience,2023-09-03,2025-04-17,2025-04
10.1101/2024.07.01.601488,10.1002/rse2.70007,bioRxiv,ecology,2024-07-03,2025-04-17,2025-04
10.1101/2024.10.26.620407,10.1261/rna.080300.124,bioRxiv,biochemistry,2024-10-28,2025-04-17,2025-04
10.1101/2024.05.02.592259,10.1016/j.cell.2025.03.012,bioRxiv,neuroscience,2024-05-05,2025-04-08,2025-04
10.1101/2024.08.02.605707,10.7554/eLife.102166,bioRxiv,evolutionary biology,2024-08-04,2025-04-17,2025-04
10.1101/2024.01.10.575059,10.1073/pnas.2405527122,bioRxiv,ecology,2024-01-12,2025-04-17,2025-04
10.1101/2024.08.05.606562,10.1073/pnas.2421953122,bioRxiv,cell biology,2024-08-05,2025-04-17,2025-04
10.1101/2024.07.31.605950,10.1073/pnas.2415929122,bioRxiv,neuroscience,2024-07-31,2025-04-17,2025-04
10.1101/2025.01.06.631622,10.1073/pnas.2500366122,bioRxiv,immunology,2025-01-08,2025-04-17,2025-04
10.1101/2024.04.01.587634,10.1172/JCI181471,bioRxiv,cancer biology,2024-04-01,2025-04-17,2025-04
10.1101/2024.12.03.626714,10.1093/bioinformatics/btaf176,bioRxiv,systems biology,2024-12-07,2025-04-17,2025-04
10.1101/2023.10.18.562946,10.1261/rna.080447.125,bioRxiv,molecular biology,2023-10-19,2025-04-17,2025-04
10.1101/2024.06.17.599386,10.1371/journal.pcbi.1012865,bioRxiv,cell biology,2024-06-18,2025-04-17,2025-04
10.1101/2024.09.05.611365,10.1371/journal.pone.0310590,bioRxiv,bioengineering,2024-09-11,2025-04-17,2025-04
10.1101/2024.04.21.590321,10.1371/journal.pbio.3003077,bioRxiv,microbiology,2024-04-21,2025-04-07,2025-04
10.1101/2024.08.03.606477,10.1371/journal.ppat.1012467,bioRxiv,microbiology,2024-08-03,2025-04-08,2025-04
10.1101/2024.10.23.619903,10.1523/ENEURO.0538-24.2025,bioRxiv,animal behavior and cognition,2024-10-23,2025-04-17,2025-04
10.1101/2023.03.27.534002,10.1523/JNEUROSCI.1504-24.2025,bioRxiv,neuroscience,2023-03-27,2025-04-17,2025-04
10.1101/2024.07.03.601841,10.1523/ENEURO.0390-24.2025,bioRxiv,neuroscience,2024-07-05,2025-04-07,2025-04
10.1101/2024.11.27.624905,10.1371/journal.pcbi.1012912,bioRxiv,biophysics,2024-11-29,2025-04-09,2025-04
10.1101/2024.08.17.608383,10.1126/science.ads6601,bioRxiv,genetics,2024-08-17,2025-04-17,2025-04
10.1101/2024.10.17.618931,10.1261/rna.080291.124,bioRxiv,biophysics,2024-10-18,2025-04-17,2025-04
10.1101/2024.04.26.591258,10.1038/s41397-025-00367-0,bioRxiv,bioinformatics,2024-04-29,2025-04-17,2025-04
10.1101/2022.10.14.512147,10.1162/imag_a_00540,bioRxiv,neuroscience,2022-10-18,2025-04-01,2025-04
10.1101/2024.07.17.603883,10.1016/j.biopha.2025.118049,bioRxiv,molecular biology,2024-07-17,2025-04-15,2025-04
10.1101/2024.08.07.606269,10.1093/bioadv/vbaf072,bioRxiv,bioinformatics,2024-08-09,2025-04-02,2025-04
10.1101/2024.08.13.607857,10.1016/j.freeradbiomed.2025.04.008,bioRxiv,immunology,2024-08-16,2025-04-06,2025-04
10.1101/2024.11.15.623819,10.1016/j.ymben.2025.03.017,bioRxiv,synthetic biology,2024-11-16,2025-04-06,2025-04
